m,Namibianer,https://de.wiktionary.org/w/index.php?title=Namibianer
f,Eiferinnen,https://de.wiktionary.org/w/index.php?title=Eiferin
f,Försterin,https://de.wiktionary.org/w/index.php?title=Förster; https://de.wiktionary.org/w/index.php?title=Försterin
f,Innensenatorinnen,https://de.wiktionary.org/w/index.php?title=Innensenatorin
m,Sportkommentatoren,https://de.wiktionary.org/w/index.php?title=Sportkommentator
f,Hauptmieterin,https://de.wiktionary.org/w/index.php?title=Hauptmieterin; https://de.wiktionary.org/w/index.php?title=Hauptmieter
m,Importeure,https://de.wiktionary.org/w/index.php?title=Importeur
m,Lokomotivführer,https://de.wiktionary.org/w/index.php?title=Lokomotivführer; https://de.wiktionary.org/w/index.php?title=Lokomotivführerin
m,Analyst,https://de.wiktionary.org/w/index.php?title=Analystin; https://de.wiktionary.org/w/index.php?title=Analyst
f,Spartanerinnen,https://de.wiktionary.org/w/index.php?title=Spartanerin
f,Ästhetikerin,https://de.wiktionary.org/w/index.php?title=Ästhetikerin; https://de.wiktionary.org/w/index.php?title=Ästhetiker
f,Äffin,https://de.wiktionary.org/w/index.php?title=Äffin
f,Zaubrerin,https://de.wiktionary.org/w/index.php?title=Zauberer; https://de.wiktionary.org/w/index.php?title=Zaubrer; https://de.wiktionary.org/w/index.php?title=Zaubrerin
f,Wettkämpferin,https://de.wiktionary.org/w/index.php?title=Wettkämpferin; https://de.wiktionary.org/w/index.php?title=Wettkämpfer
f,Krankenschwester,https://de.wiktionary.org/w/index.php?title=Krankenpfleger; https://de.wiktionary.org/w/index.php?title=Krankenschwester
m,Spitzenkoch,https://de.wiktionary.org/w/index.php?title=Spitzenkoch
f,Basketballerin,https://de.wiktionary.org/w/index.php?title=Basketballerin; https://de.wiktionary.org/w/index.php?title=Basketballer
m,Hundesitter,https://de.wiktionary.org/w/index.php?title=Hundesitter; https://de.wiktionary.org/w/index.php?title=Hundesitterin
m,Schergen,https://de.wiktionary.org/w/index.php?title=Scherge
m,Lieferanten,https://de.wiktionary.org/w/index.php?title=Lieferant
f,Dresdnerinnen,https://de.wiktionary.org/w/index.php?title=Dresdnerin
